84,Impact of Energy Consumption on Pakistan’s Economic Growth,2013,../../Images/Research/6.pdf,Journal Article,Muazam Rashid Dar and Muhammad Azeem,English,Pakistan,International Journal of Humanities and Social Science Invention,10
85,Determinants of Business Ethics on Multinational and Local Organizations,2013,../../Images/Research/8.pdf,Journal Article,Ahmad Raza,English,Pakistan,Journal of Business Studies Quarterly,9
86,Antecedents and Consequences of Employee Engagement: The Case of Pakistan,2013,../../Images/Research/9.pdf,Journal Article,Adnan Rasheed,English,Pakistan,Journal of Business Studies Quarterly,11
87,Budget Deficit and Economic Growth: A Case Study of Pakistan,2013,../../Images/Research/10.pdf,Journal Article,Sarfraz Saleem and  Izhar Mazhar Butt,English,Pakistan, Interdisciplinary Journal of Contemporary Research in Business,16
88,A View about the Determinants of Change in Share Prices: A Case from Karachi Stock Exchange (Banking Sector),2013,../../Images/Research/11.pdf,Journal Article,Muhammad Yasir Naveed,English,Pakistan, Interdisciplinary Journal of Contemporary Research in Business,17
89,"Impact of Consumer Price Index, Real Effective Exchange Rate Index, Per Capita Income and Discount Rate on Pakistan’s Stock Market Index",2013,../../Images/Research/12.pdf,Journal Article,Muhammad Toseef Aslam,English,Pakistan,"International Journal of Research in Commerce, Economics and Management",13
90,Organization Citizenship Behavior: It’s Relation with Management Style And Its Antecedents,2013,../../Images/Research/15.pdf,Book,Afaq Rasool and Ghulam Mustafa Shami,English,Pakistan,"International Journal of Research in Commerce, Economics and Management",13
91,An Empirical Study on Organizational Climate Prevail On Banking Sector of Pakistan and Perception Of Employees Regarding Organization Climate,2013,../../Images/Research/16.pdf,Journal Article,Ghulam Mustafa Shami and Afaq Rasool,English,Pakistan,International Journal of Research in Commerce and Management,14
92,Investigating the HRD Climate and Perceptional Difference Of Employees In Banking Sector,2013,../../Images/Research/17.pdf,Journal Article,Ghulam Mustafa Shami and Afaq Rasool,English,Pakistan,International Journal of Research in Computer Application and Management,14
93, Opportunities and Constraints in Expending E- Banking in Developing Countries,2013,../../Images/Research/19.pdf,Journal Article,Abdul Ghaffar Waince,English,Pakistan, Interdisciplinary Journal of Contemporary Research in Business,15
94,"Is Job Satisfaction of Islamic Banks Operational Staff Determined Through Organizational Climate, Occupational Stress, Age and Gender",2013,../../Images/Research/23.pdf,Journal Article,Anum Khan and Muhammad Saqib Butt,English,Pakistan, Journal of Business Studies Quarterly,14
95,Foreign Direct Investment and Economic Growth; Comparative Position of Chinese and Indian Economies,2013,../../Images/Research/24.pdf,Journal Article,"Zafar Iqbal, Imran Masood and Muhammad Ramzan",English,Pakistan,Journal of Business Studies Quarterly,10
96,Identification of Key Motivational Factors; an Implementation of Maslow&#39;s Hierarchy of Needs in Pakistani Organizations,2013,../../Images/Research/25.pdf,Journal Article,Muhammad Tahir Akbar,English,Pakistan,"International Journal of Research in Commerce, IT and Management",12
97,Gender Discrimination: A myth or truth Women status in,2013,../../Images/Research/26.pdf,Journal Article,Farah Yasmin Bukhari and Prof Dr. Muhammad Ramzan,English,Pakistan,IOSR Journal of Business and Management,10
98, Strategies for Career Plateau: Empirical Investigation of Organizations in Pakistan.,2013,../../Images/Research/27.pdf,Journal Article,"Shahzad Aziz Choudhary, Dr. Muhammad Ramzan and Aisha Riaz",English,Pakistan, Interdisciplinary Journal of Contemporary Research in Business,15
99, The Impact of Employee Turnover on the Efficiency of the Organization,2013,../../Images/Research/28.pdf,Journal Article,"Muhammad Naeem Tariq, Dr. Muhammad Ramzan and  Aisha Riaz",English,Pakistan, Interdisciplinary Journal of Contemporary Research in Business,12
100,Does Islamic Banking System Contributes to Economy,2013,../../Images/Research/31.PDF,Journal Article,"M. Saleh Sarwer, Dr. Muhammad Ramzan and Waqar Ahmad",English,Pakistan,Global Journal of Management and Business Research,9
101,Organization Citizenship Behavior: It’s Relation With Management Style and its Antecedents,2013,../../Images/Research/15 done.pdf,Journal Article,Afaq Rasool and Ghulam Mustafa Shami,English,Pakistan,"International Journal of Research in Commerce, Economics and Management",13
102,Defining Prospects,2010,../../Images/Research/defining prospects.pdf,Case Studies,"Ch. Abdul Rehman, Afshan Hameed",English,Lahore,,
103,From Rags to Riches,2010,../../Images/Research/from rags to riches.pdf,Case Studies,"Ahmed Fareed Khan, Muhammad Azam Roomi",English,Lahore,,
104,Pak Star Automobile Ltd.,2010,../../Images/Research/Pak star Automobile.pdf,Case Studies,"Muhammad Azam Roomi, Sumaila Naz",English,Lahore,,
105,The Rise of Technopsis: An Entrepreneurial Journey,2010,../../Images/Research/the rise of technopsis.pdf,Case Studies,"Ahmad Fareed Khan, Muhammad Azam Roomi",English,Lahore,,
106,The Sozo effect,2010,../../Images/Research/The sozo effect.pdf,Case Studies,"Waqas Lodhi, Afshan Hameed, Muhammad Azam Roomi",English,Lahore,,
107,The Way Forward: A Management Dilemma,2011,../../Images/Research/the way forward a management dilemma.pdf,Case Studies,"Ahmad Fareed Khan, Muhammad Azam Roomi",English,Lahore,,
108,What Went Wrong: Implementation of IMS at an Academic Institution,2010,../../Images/Research/what went wrong implementation of MIS.pdf,Case Studies,"Muhammad Omer Nasir, Ahmed Fareed Khan, Muhammad Azam Roomi",English,Lahore,,
109,TRENDS IN TOTAL FACTOR PRODUCTIVITY IN PAKISTAN AGRICULTURE SECTOR,2008,../../Images/Research/3 AHMAD Trends in TFP in Pakistan.pdf,Journal Article,Muhammad Ilyas,English,Pakistan,Pakistan Economic and Social Review,16
110,"Exploring the Link between Foreign Direct Investment, Multinational",2012,../../Images/Research/10631-42970-1-PB by rehman.pdf,Journal Article,Chaudhry Abdul Rehman and Muhammad Ashraf,English,Pakistan,International Journal of Business and Management,11
111,An Algorithm to Compute a Primary Decomposition,2010,../../Images/Research/an algorithm afshan.pdf,Journal Article,Afshan Sadiq,English,Pakistan,Central European Journal of Mathematics,6
112,Measuring the Learning Organization’s Construct in Pakistan,2011,../../Images/Research/ashraf 2.pdf,Journal Article,Muhammad Ashraf,English,Pakistan,European Journal of Social Sciences,8
113,The Existential Face of Organization: A Literature Review,2011,../../Images/Research/ashraf 3.pdf,Journal Article,Muhammad Ashraf,English,Pakistan,"European Journal of Economics, Finance and Administrative Sciences",6
114,New Horizons of Debate “Environment - Selects or Selected”:,2011,../../Images/Research/ashraf 4.pdf,Journal Article,Muhammad Ashraf,English,pakistan,Research Journal of International Studies,9
115,Muhammad Ashraf,2011,../../Images/Research/ashraf.pdf,Journal Article,Muhammad Ashraf,English,Pakistan,INTERDISCIPLINARY JOURNAL OF CONTEMPORARY RESEARCH IN BUSINESS,7
116,Assessing Impact of Management Support on Perceived,2011,../../Images/Research/ashrf 5.pdf,Journal Article,Muhammad Ashraf and Chaudhry Abdul Rehman,English,pakistan,European Journal of Social Sciences,20
117,Efficiency and Performance of Islamic Banking: The Case of Pakistan,2011,../../Images/Research/efficiency by orangzaib.pdf,Journal Article,Ali Raza and Orangzab,English,Pakistan,Far East Journal of Psychology and Business,17
118,The Impact of Infrastructure on Foreign Direct Investment: The Case of Pakistan,2011,../../Images/Research/FDI and infrastructure by Rehman.pdf,Journal Article,Dr. Ch. Abdul Rehman and Muhammad Ilyas,English,Pakistan,International Journal of Business and Management,9
119,Gandhi’s Ahimsa- A Critical Review at the Critical Time of War against Terrorism,2011,../../Images/Research/Gandhis_Ahimsa-_A_Critical_Review_ by rehman and ashraf.pdf,Journal Article,Muhammad Ashraf and Chaudhry Abdul Rehman,English,Pakistan,International Journal of Business and Social Science,6
120,Islamic Banking: Insulation against US Credit Crisis,2011,../../Images/Research/islamic banking by Ilyas.pdf,Journal Article,Muhammad Ilyas,English,Pakistan,International Journal of Business and Social Science,9
121,J-Curve phenomenon in Pakistan.,2012,../../Images/Research/khan and salman masood.pdf,Journal Article,Muhammad Ziaullah Khan and Salman Masood Sheikh,English,Pakistan,INTERDISCIPLINARY JOURNAL OF CONTEMPORARY RESEARCH IN BUSINESS,21
122,Measuring the Attitude towards Science in Pakistan A study of Secondary School Students ,2011,../../Images/Research/measuring attitude by ashraf.pdf,Journal Article,Muhammad Ashraf ,English,pakistan,INTERDISCIPLINARY JOURNAL OF CONTEMPORARY RESEARCH IN BUSINESS,20
123,Assessing Impact of Management Support on Perceived Managerial Training Effectiveness in Public Organizations of Pakistan,2011,../../Images/Research/SSRN-id2062752 by Rehman and Ashraf.pdf,Journal Article,Muhammad Ashraf and Chaudhry Abdul Rehman,English,pakistan,European Journal of Social Sciences,20
